Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,11,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,16,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,38,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,73,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,25-34,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,35-44,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,65-74,19,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,75-84,20,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,85+,57,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Heart failure,I50,All ages,102,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,14,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,14,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,26,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,58,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,10,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,17,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,22,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,30,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,82,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,25-34,0,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,35-44,0,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,55-64,13,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,65-74,19,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,75-84,10,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,85+,16,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Sepsis,Sepsis,A40-A41,All ages,60,
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,0,
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,13,
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,24,
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,20,
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,66,
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,35-44,0,
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,65-74,27,
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,75-84,35,
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,85+,35,
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Diabetes,Diabetes,E10-E14,All ages,109,
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,45-54,0,
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Obesity,Obesity,E65-E68,All ages,24,
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,25-34,0,
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,35-44,0,
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,45-54,0,
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,75-84,26,
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,85+,45,
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Alzheimer disease,Alzheimer disease,G30,All ages,78,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,0,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,20,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,43,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,133,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,196,
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,25-34,0,
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,65-74,22,
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,75-84,21,
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,85+,49,
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Renal failure,Renal failure,N17-N19,All ages,105,
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0,
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,11,
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,16,
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,22,
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,64,
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,11,
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,12,
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,57,
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,108,
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,145,
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,240,
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,579,
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,45-54,17,
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,55-64,73,
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,65-74,186,
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,75-84,264,
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,85+,464,
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,RI,Coronavirus Disease 2019,COVID-19,U071,All ages,"1,017",
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,10,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,16,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,31,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,125,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,211,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,257,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,221,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,872,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,10,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,22,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,66,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,71,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,40,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,209,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,10,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,27,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,59,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,95,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,68,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,23,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,283,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,35-44,19,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,45-54,43,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,55-64,162,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,65-74,305,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,75-84,366,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,85+,257,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory failure,J96,All ages,"1,163",
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,75-84,22,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,85+,23,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,All ages,64,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,19,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,35,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,31,
9/7/2020,2/1/2020,9/6/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,27,
